Id,Fecha,Producto,Categoria,Canal,Cantidad,PrecioUnitario,CostoUnitario
392,2022-05-13,Monitor 27",Electrónica,Tienda Física,1,300,200
393,2022-05-13,Mouse Inalámbrico,Accesorios,Mayorista,1,50,20
394,2022-05-14,Mouse Inalámbrico,Accesorios,Online,3,50,20
395,2022-05-14,Silla Ergonómica,Mobiliario,Online,1,250,150
396,2022-05-15,Monitor 27",Electrónica,Tienda Física,2,300,200
397,2022-05-15,Silla Ergonómica,Mobiliario,Mayorista,3,250,150
398,2022-05-15,Mouse Inalámbrico,Accesorios,Tienda Física,4,50,20
399,2022-05-15,Escritorio,Mobiliario,Online,1,400,250
400,2022-05-15,Monitor 27",Electrónica,Online,1,300,200
401,2022-05-16,Mouse Inalámbrico,Accesorios,Online,3,50,20
402,2022-05-16,Monitor 27",Electrónica,Mayorista,4,300,200
403,2022-05-16,Monitor 27",Electrónica,Tienda Física,1,300,200
404,2022-05-17,Teclado Mecánico,Accesorios,Tienda Física,1,100,50
405,2022-05-17,Silla Ergonómica,Mobiliario,Mayorista,4,250,150
406,2022-05-17,Teclado Mecánico,Accesorios,Tienda Física,1,100,50
407,2022-05-17,Teclado Mecánico,Accesorios,Online,4,100,50
408,2022-05-17,Silla Ergonómica,Mobiliario,Tienda Física,1,250,150
409,2022-05-18,Silla Ergonómica,Mobiliario,Mayorista,1,250,150
410,2022-05-18,Monitor 27",Electrónica,Tienda Física,4,300,200
411,2022-05-18,Mouse Inalámbrico,Accesorios,Mayorista,2,50,20
412,2022-05-18,Silla Ergonómica,Mobiliario,Tienda Física,3,250,150
413,2022-05-19,Escritorio,Mobiliario,Online,2,400,250
414,2022-05-19,Silla Ergonómica,Mobiliario,Mayorista,3,250,150
415,2022-05-19,Teclado Mecánico,Accesorios,Mayorista,1,100,50
416,2022-05-19,Mouse Inalámbrico,Accesorios,Online,2,50,20
417,2022-05-19,Monitor 27",Electrónica,Mayorista,2,300,200
418,2022-05-20,Silla Ergonómica,Mobiliario,Online,2,250,150
419,2022-05-21,Escritorio,Mobiliario,Tienda Física,2,400,250
420,2022-05-21,Escritorio,Mobiliario,Tienda Física,4,400,250
421,2022-05-21,Monitor 27",Electrónica,Tienda Física,2,300,200
422,2022-05-21,Monitor 27",Electrónica,Tienda Física,4,300,200
423,2022-05-21,Escritorio,Mobiliario,Tienda Física,3,400,250
424,2022-05-22,Silla Ergonómica,Mobiliario,Tienda Física,4,250,150
425,2022-05-23,Mouse Inalámbrico,Accesorios,Mayorista,2,50,20
426,2022-05-23,Monitor 27",Electrónica,Mayorista,4,300,200
427,2022-05-23,Silla Ergonómica,Mobiliario,Tienda Física,4,250,150
428,2022-05-23,Laptop Pro,Electrónica,Online,4,1200,900
429,2022-05-24,Teclado Mecánico,Accesorios,Mayorista,1,100,50
430,2022-05-25,Laptop Pro,Electrónica,Mayorista,4,1200,900
431,2022-05-26,Teclado Mecánico,Accesorios,Mayorista,3,100,50
432,2022-05-27,Silla Ergonómica,Mobiliario,Online,2,250,150
433,2022-05-27,Teclado Mecánico,Accesorios,Tienda Física,1,100,50
434,2022-05-27,Monitor 27",Electrónica,Tienda Física,2,300,200
435,2022-05-28,Monitor 27",Electrónica,Mayorista,4,300,200
436,2022-05-28,Teclado Mecánico,Accesorios,Mayorista,4,100,50
437,2022-05-28,Monitor 27",Electrónica,Tienda Física,1,300,200
438,2022-05-28,Escritorio,Mobiliario,Mayorista,2,400,250
439,2022-05-29,Monitor 27",Electrónica,Mayorista,4,300,200
440,2022-05-29,Teclado Mecánico,Accesorios,Mayorista,3,100,50
441,2022-05-29,Teclado Mecánico,Accesorios,Tienda Física,4,100,50
442,2022-05-30,Mouse Inalámbrico,Accesorios,Online,2,50,20
443,2022-05-30,Laptop Pro,Electrónica,Mayorista,2,1200,900
444,2022-05-30,Mouse Inalámbrico,Accesorios,Mayorista,2,50,20
445,2022-05-30,Escritorio,Mobiliario,Mayorista,1,400,250
446,2022-05-31,Escritorio,Mobiliario,Online,1,400,250
447,2022-05-31,Mouse Inalámbrico,Accesorios,Tienda Física,4,50,20
448,2022-06-01,Escritorio,Mobiliario,Mayorista,1,400,250
449,2022-06-01,Teclado Mecánico,Accesorios,Mayorista,1,100,50
450,2022-06-01,Laptop Pro,Electrónica,Mayorista,1,1200,900
451,2022-06-01,Escritorio,Mobiliario,Mayorista,1,400,250
452,2022-06-02,Monitor 27",Electrónica,Mayorista,4,300,200
453,2022-06-02,Laptop Pro,Electrónica,Online,4,1200,900
454,2022-06-02,Monitor 27",Electrónica,Mayorista,2,300,200
455,2022-06-02,Laptop Pro,Electrónica,Mayorista,2,1200,900
456,2022-06-02,Teclado Mecánico,Accesorios,Mayorista,2,100,50
457,2022-06-03,Monitor 27",Electrónica,Mayorista,3,300,200
458,2022-06-03,Escritorio,Mobiliario,Mayorista,3,400,250
459,2022-06-03,Mouse Inalámbrico,Accesorios,Online,3,50,20
460,2022-06-03,Laptop Pro,Electrónica,Mayorista,2,1200,900
461,2022-06-03,Escritorio,Mobiliario,Online,2,400,250
462,2022-06-04,Teclado Mecánico,Accesorios,Tienda Física,1,100,50
463,2022-06-04,Escritorio,Mobiliario,Tienda Física,3,400,250
464,2022-06-04,Escritorio,Mobiliario,Mayorista,3,400,250
465,2022-06-05,Teclado Mecánico,Accesorios,Tienda Física,3,100,50
466,2022-06-05,Escritorio,Mobiliario,Online,3,400,250
467,2022-06-06,Mouse Inalámbrico,Accesorios,Mayorista,3,50,20
468,2022-06-07,Monitor 27",Electrónica,Tienda Física,4,300,200
469,2022-06-07,Teclado Mecánico,Accesorios,Mayorista,3,100,50
470,2022-06-07,Teclado Mecánico,Accesorios,Online,2,100,50
471,2022-06-08,Escritorio,Mobiliario,Online,3,400,250
472,2022-06-08,Laptop Pro,Electrónica,Online,2,1200,900
473,2022-06-09,Silla Ergonómica,Mobiliario,Mayorista,4,250,150
474,2022-06-09,Teclado Mecánico,Accesorios,Mayorista,2,100,50
475,2022-06-09,Escritorio,Mobiliario,Tienda Física,3,400,250
476,2022-06-09,Mouse Inalámbrico,Accesorios,Online,3,50,20
477,2022-06-09,Teclado Mecánico,Accesorios,Mayorista,3,100,50
478,2022-06-10,Laptop Pro,Electrónica,Online,3,1200,900
479,2022-06-10,Teclado Mecánico,Accesorios,Mayorista,4,100,50
480,2022-06-10,Monitor 27",Electrónica,Online,3,300,200
481,2022-06-10,Escritorio,Mobiliario,Tienda Física,3,400,250
482,2022-06-11,Teclado Mecánico,Accesorios,Online,4,100,50
483,2022-06-11,Laptop Pro,Electrónica,Mayorista,4,1200,900
484,2022-06-11,Laptop Pro,Electrónica,Online,3,1200,900
485,2022-06-11,Silla Ergonómica,Mobiliario,Mayorista,4,250,150
486,2022-06-11,Silla Ergonómica,Mobiliario,Online,4,250,150
487,2022-06-12,Monitor 27",Electrónica,Tienda Física,2,300,200
488,2022-06-12,Escritorio,Mobiliario,Mayorista,4,400,250
489,2022-06-12,Silla Ergonómica,Mobiliario,Mayorista,4,250,150
490,2022-06-12,Laptop Pro,Electrónica,Mayorista,2,1200,900
491,2022-06-12,Laptop Pro,Electrónica,Online,2,1200,900
492,2022-06-13,Teclado Mecánico,Accesorios,Mayorista,2,100,50
493,2022-06-13,Mouse Inalámbrico,Accesorios,Online,4,50,20
494,2022-06-13,Laptop Pro,Electrónica,Online,4,1200,900
495,2022-06-13,Teclado Mecánico,Accesorios,Mayorista,1,100,50
496,2022-06-14,Mouse Inalámbrico,Accesorios,Online,3,50,20
497,2022-06-14,Mouse Inalámbrico,Accesorios,Tienda Física,1,50,20
498,2022-06-14,Escritorio,Mobiliario,Online,3,400,250
499,2022-06-15,Monitor 27",Electrónica,Tienda Física,2,300,200
500,2022-06-15,Monitor 27",Electrónica,Mayorista,2,300,200
501,2022-06-16,Monitor 27",Electrónica,Tienda Física,3,300,200
502,2022-06-16,Mouse Inalámbrico,Accesorios,Tienda Física,1,50,20
503,2022-06-16,Monitor 27",Electrónica,Tienda Física,4,300,200
504,2022-06-16,Teclado Mecánico,Accesorios,Tienda Física,1,100,50
505,2022-06-17,Laptop Pro,Electrónica,Online,3,1200,900
506,2022-06-17,Laptop Pro,Electrónica,Online,1,1200,900
507,2022-06-17,Silla Ergonómica,Mobiliario,Tienda Física,4,250,150
508,2022-06-18,Teclado Mecánico,Accesorios,Online,4,100,50
509,2022-06-19,Monitor 27",Electrónica,Tienda Física,3,300,200
510,2022-06-19,Monitor 27",Electrónica,Online,2,300,200
511,2022-06-19,Silla Ergonómica,Mobiliario,Mayorista,3,250,150
512,2022-06-19,Teclado Mecánico,Accesorios,Mayorista,4,100,50
513,2022-06-20,Mouse Inalámbrico,Accesorios,Online,1,50,20
514,2022-06-20,Escritorio,Mobiliario,Online,4,400,250
515,2022-06-21,Silla Ergonómica,Mobiliario,Tienda Física,3,250,150
516,2022-06-21,Escritorio,Mobiliario,Mayorista,1,400,250
517,2022-06-22,Monitor 27",Electrónica,Online,2,300,200
518,2022-06-22,Mouse Inalámbrico,Accesorios,Tienda Física,2,50,20
519,2022-06-22,Mouse Inalámbrico,Accesorios,Online,3,50,20
520,2022-06-23,Monitor 27",Electrónica,Mayorista,1,300,200
521,2022-06-23,Monitor 27",Electrónica,Online,3,300,200
522,2022-06-23,Silla Ergonómica,Mobiliario,Tienda Física,1,250,150
523,2022-06-24,Monitor 27",Electrónica,Mayorista,1,300,200
524,2022-06-25,Teclado Mecánico,Accesorios,Mayorista,2,100,50
525,2022-06-25,Laptop Pro,Electrónica,Online,3,1200,900
526,2022-06-25,Mouse Inalámbrico,Accesorios,Online,1,50,20
527,2022-06-26,Teclado Mecánico,Accesorios,Online,4,100,50
528,2022-06-27,Mouse Inalámbrico,Accesorios,Mayorista,3,50,20
529,2022-06-27,Monitor 27",Electrónica,Mayorista,3,300,200
530,2022-06-27,Monitor 27",Electrónica,Mayorista,3,300,200
531,2022-06-27,Laptop Pro,Electrónica,Tienda Física,1,1200,900
532,2022-06-27,Teclado Mecánico,Accesorios,Tienda Física,4,100,50
533,2022-06-28,Escritorio,Mobiliario,Mayorista,3,400,250
534,2022-06-29,Laptop Pro,Electrónica,Online,2,1200,900
535,2022-06-29,Monitor 27",Electrónica,Online,2,300,200
536,2022-06-29,Teclado Mecánico,Accesorios,Mayorista,1,100,50
537,2022-06-29,Silla Ergonómica,Mobiliario,Online,4,250,150
538,2022-06-30,Teclado Mecánico,Accesorios,Mayorista,4,100,50
539,2022-07-01,Silla Ergonómica,Mobiliario,Online,3,250,150
540,2022-07-01,Mouse Inalámbrico,Accesorios,Mayorista,1,50,20
541,2022-07-01,Laptop Pro,Electrónica,Online,3,1200,900
542,2022-07-02,Monitor 27",Electrónica,Tienda Física,3,300,200
543,2022-07-02,Silla Ergonómica,Mobiliario,Online,3,250,150
544,2022-07-02,Monitor 27",Electrónica,Tienda Física,1,300,200
545,2022-07-02,Escritorio,Mobiliario,Mayorista,4,400,250
546,2022-07-03,Laptop Pro,Electrónica,Tienda Física,1,1200,900
547,2022-07-03,Monitor 27",Electrónica,Online,2,300,200
548,2022-07-03,Escritorio,Mobiliario,Online,3,400,250
549,2022-07-03,Laptop Pro,Electrónica,Online,2,1200,900
550,2022-07-03,Laptop Pro,Electrónica,Mayorista,4,1200,900
551,2022-07-04,Mouse Inalámbrico,Accesorios,Mayorista,2,50,20
552,2022-07-04,Escritorio,Mobiliario,Online,1,400,250
553,2022-07-04,Silla Ergonómica,Mobiliario,Online,4,250,150
554,2022-07-04,Laptop Pro,Electrónica,Mayorista,1,1200,900
555,2022-07-04,Teclado Mecánico,Accesorios,Mayorista,1,100,50
556,2022-07-05,Mouse Inalámbrico,Accesorios,Online,3,50,20
557,2022-07-05,Silla Ergonómica,Mobiliario,Tienda Física,4,250,150
558,2022-07-05,Escritorio,Mobiliario,Online,4,400,250
559,2022-07-05,Silla Ergonómica,Mobiliario,Mayorista,3,250,150
560,2022-07-06,Silla Ergonómica,Mobiliario,Online,1,250,150
561,2022-07-06,Teclado Mecánico,Accesorios,Online,3,100,50
562,2022-07-06,Silla Ergonómica,Mobiliario,Tienda Física,1,250,150
563,2022-07-06,Teclado Mecánico,Accesorios,Online,3,100,50
564,2022-07-06,Mouse Inalámbrico,Accesorios,Tienda Física,1,50,20
565,2022-07-07,Teclado Mecánico,Accesorios,Tienda Física,1,100,50
566,2022-07-07,Silla Ergonómica,Mobiliario,Online,2,250,150
567,2022-07-07,Monitor 27",Electrónica,Tienda Física,4,300,200
568,2022-07-07,Monitor 27",Electrónica,Mayorista,4,300,200
569,2022-07-08,Silla Ergonómica,Mobiliario,Mayorista,2,250,150
570,2022-07-09,Silla Ergonómica,Mobiliario,Online,3,250,150
571,2022-07-09,Silla Ergonómica,Mobiliario,Online,3,250,150
572,2022-07-09,Laptop Pro,Electrónica,Mayorista,4,1200,900
573,2022-07-09,Monitor 27",Electrónica,Online,1,300,200
574,2022-07-09,Laptop Pro,Electrónica,Tienda Física,4,1200,900
575,2022-07-10,Silla Ergonómica,Mobiliario,Mayorista,1,250,150
576,2022-07-10,Teclado Mecánico,Accesorios,Tienda Física,1,100,50
577,2022-07-10,Laptop Pro,Electrónica,Tienda Física,1,1200,900
578,2022-07-10,Laptop Pro,Electrónica,Tienda Física,4,1200,900
579,2022-07-10,Teclado Mecánico,Accesorios,Tienda Física,2,100,50
580,2022-07-11,Escritorio,Mobiliario,Online,3,400,250
581,2022-07-11,Teclado Mecánico,Accesorios,Online,3,100,50
582,2022-07-11,Laptop Pro,Electrónica,Online,2,1200,900
583,2022-07-11,Monitor 27",Electrónica,Tienda Física,3,300,200
584,2022-07-12,Escritorio,Mobiliario,Mayorista,2,400,250
585,2022-07-12,Mouse Inalámbrico,Accesorios,Tienda Física,4,50,20
586,2022-07-12,Monitor 27",Electrónica,Mayorista,4,300,200
587,2022-07-13,Teclado Mecánico,Accesorios,Online,2,100,50
588,2022-07-14,Laptop Pro,Electrónica,Tienda Física,4,1200,900
589,2022-07-14,Teclado Mecánico,Accesorios,Tienda Física,3,100,50
590,2022-07-14,Mouse Inalámbrico,Accesorios,Tienda Física,3,50,20
591,2022-07-14,Teclado Mecánico,Accesorios,Tienda Física,4,100,50
592,2022-07-14,Teclado Mecánico,Accesorios,Tienda Física,3,100,50
593,2022-07-15,Mouse Inalámbrico,Accesorios,Mayorista,2,50,20
594,2022-07-15,Monitor 27",Electrónica,Tienda Física,1,300,200
595,2022-07-15,Monitor 27",Electrónica,Tienda Física,1,300,200
596,2022-07-16,Monitor 27",Electrónica,Online,4,300,200
597,2022-07-16,Laptop Pro,Electrónica,Tienda Física,2,1200,900
598,2022-07-16,Laptop Pro,Electrónica,Tienda Física,3,1200,900
599,2022-07-16,Laptop Pro,Electrónica,Tienda Física,4,1200,900
600,2022-07-16,Mouse Inalámbrico,Accesorios,Tienda Física,1,50,20
601,2022-07-17,Mouse Inalámbrico,Accesorios,Mayorista,3,50,20
602,2022-07-17,Monitor 27",Electrónica,Online,4,300,200
603,2022-07-17,Silla Ergonómica,Mobiliario,Mayorista,3,250,150
604,2022-07-17,Laptop Pro,Electrónica,Online,1,1200,900
605,2022-07-17,Mouse Inalámbrico,Accesorios,Mayorista,4,50,20
606,2022-07-18,Escritorio,Mobiliario,Online,2,400,250
607,2022-07-18,Monitor 27",Electrónica,Online,2,300,200
608,2022-07-19,Mouse Inalámbrico,Accesorios,Online,3,50,20
609,2022-07-19,Laptop Pro,Electrónica,Tienda Física,3,1200,900
610,2022-07-19,Mouse Inalámbrico,Accesorios,Tienda Física,2,50,20
611,2022-07-19,Silla Ergonómica,Mobiliario,Online,2,250,150
612,2022-07-19,Monitor 27",Electrónica,Tienda Física,1,300,200
613,2022-07-20,Monitor 27",Electrónica,Tienda Física,4,300,200
614,2022-07-21,Mouse Inalámbrico,Accesorios,Tienda Física,2,50,20
615,2022-07-21,Mouse Inalámbrico,Accesorios,Mayorista,1,50,20
616,2022-07-21,Mouse Inalámbrico,Accesorios,Mayorista,4,50,20
617,2022-07-21,Silla Ergonómica,Mobiliario,Tienda Física,4,250,150
618,2022-07-21,Monitor 27",Electrónica,Mayorista,3,300,200
619,2022-07-22,Monitor 27",Electrónica,Mayorista,2,300,200
620,2022-07-22,Monitor 27",Electrónica,Online,2,300,200
621,2022-07-22,Teclado Mecánico,Accesorios,Mayorista,1,100,50
622,2022-07-22,Silla Ergonómica,Mobiliario,Tienda Física,4,250,150
623,2022-07-22,Laptop Pro,Electrónica,Online,3,1200,900
624,2022-07-23,Monitor 27",Electrónica,Online,4,300,200
625,2022-07-23,Monitor 27",Electrónica,Tienda Física,3,300,200
626,2022-07-23,Escritorio,Mobiliario,Mayorista,2,400,250
627,2022-07-23,Teclado Mecánico,Accesorios,Online,4,100,50
628,2022-07-23,Mouse Inalámbrico,Accesorios,Online,3,50,20
629,2022-07-24,Silla Ergonómica,Mobiliario,Mayorista,4,250,150
630,2022-07-24,Laptop Pro,Electrónica,Online,2,1200,900
631,2022-07-25,Monitor 27",Electrónica,Tienda Física,2,300,200
632,2022-07-25,Laptop Pro,Electrónica,Online,2,1200,900
633,2022-07-25,Silla Ergonómica,Mobiliario,Tienda Física,1,250,150
634,2022-07-25,Laptop Pro,Electrónica,Online,1,1200,900
635,2022-07-25,Mouse Inalámbrico,Accesorios,Online,3,50,20
636,2022-07-26,Monitor 27",Electrónica,Mayorista,4,300,200
637,2022-07-26,Mouse Inalámbrico,Accesorios,Online,2,50,20
638,2022-07-26,Escritorio,Mobiliario,Tienda Física,2,400,250
639,2022-07-26,Monitor 27",Electrónica,Online,3,300,200
640,2022-07-27,Laptop Pro,Electrónica,Mayorista,3,1200,900
641,2022-07-27,Laptop Pro,Electrónica,Online,3,1200,900
642,2022-07-27,Escritorio,Mobiliario,Mayorista,4,400,250
643,2022-07-27,Teclado Mecánico,Accesorios,Online,3,100,50
644,2022-07-27,Escritorio,Mobiliario,Tienda Física,4,400,250
645,2022-07-28,Silla Ergonómica,Mobiliario,Mayorista,1,250,150
646,2022-07-29,Silla Ergonómica,Mobiliario,Mayorista,2,250,150
647,2022-07-29,Laptop Pro,Electrónica,Online,2,1200,900
648,2022-07-29,Escritorio,Mobiliario,Tienda Física,1,400,250
649,2022-07-30,Teclado Mecánico,Accesorios,Online,4,100,50
650,2022-07-31,Laptop Pro,Electrónica,Online,4,1200,900
651,2022-08-01,Silla Ergonómica,Mobiliario,Mayorista,2,250,150
652,2022-08-01,Laptop Pro,Electrónica,Tienda Física,1,1200,900
653,2022-08-01,Silla Ergonómica,Mobiliario,Tienda Física,4,250,150
654,2022-08-01,Teclado Mecánico,Accesorios,Online,1,100,50
655,2022-08-02,Monitor 27",Electrónica,Mayorista,3,300,200
656,2022-08-03,Teclado Mecánico,Accesorios,Mayorista,3,100,50
657,2022-08-03,Monitor 27",Electrónica,Tienda Física,2,300,200
658,2022-08-03,Teclado Mecánico,Accesorios,Mayorista,3,100,50
659,2022-08-04,Monitor 27",Electrónica,Tienda Física,4,300,200
660,2022-08-04,Mouse Inalámbrico,Accesorios,Tienda Física,2,50,20
661,2022-08-04,Silla Ergonómica,Mobiliario,Online,2,250,150
662,2022-08-05,Mouse Inalámbrico,Accesorios,Mayorista,4,50,20
663,2022-08-05,Laptop Pro,Electrónica,Mayorista,4,1200,900
664,2022-08-05,Mouse Inalámbrico,Accesorios,Tienda Física,3,50,20
665,2022-08-06,Escritorio,Mobiliario,Mayorista,3,400,250
666,2022-08-06,Monitor 27",Electrónica,Tienda Física,4,300,200
667,2022-08-06,Teclado Mecánico,Accesorios,Mayorista,1,100,50
668,2022-08-06,Laptop Pro,Electrónica,Online,1,1200,900
669,2022-08-06,Laptop Pro,Electrónica,Tienda Física,4,1200,900
670,2022-08-07,Monitor 27",Electrónica,Mayorista,1,300,200
671,2022-08-07,Silla Ergonómica,Mobiliario,Online,1,250,150
672,2022-08-07,Laptop Pro,Electrónica,Tienda Física,1,1200,900
673,2022-08-07,Escritorio,Mobiliario,Online,2,400,250
674,2022-08-08,Laptop Pro,Electrónica,Tienda Física,1,1200,900
675,2022-08-08,Silla Ergonómica,Mobiliario,Online,3,250,150
676,2022-08-08,Mouse Inalámbrico,Accesorios,Mayorista,2,50,20
677,2022-08-09,Monitor 27",Electrónica,Mayorista,1,300,200
678,2022-08-09,Escritorio,Mobiliario,Mayorista,4,400,250
679,2022-08-09,Silla Ergonómica,Mobiliario,Mayorista,1,250,150
680,2022-08-09,Silla Ergonómica,Mobiliario,Tienda Física,4,250,150
681,2022-08-10,Silla Ergonómica,Mobiliario,Online,4,250,150
682,2022-08-10,Laptop Pro,Electrónica,Mayorista,3,1200,900
683,2022-08-10,Teclado Mecánico,Accesorios,Tienda Física,4,100,50
684,2022-08-10,Mouse Inalámbrico,Accesorios,Tienda Física,1,50,20
685,2022-08-10,Laptop Pro,Electrónica,Online,2,1200,900
686,2022-08-11,Laptop Pro,Electrónica,Mayorista,2,1200,900
687,2022-08-11,Mouse Inalámbrico,Accesorios,Mayorista,1,50,20
688,2022-08-11,Teclado Mecánico,Accesorios,Mayorista,3,100,50
689,2022-08-11,Silla Ergonómica,Mobiliario,Tienda Física,3,250,150
690,2022-08-11,Mouse Inalámbrico,Accesorios,Mayorista,1,50,20
691,2022-08-12,Monitor 27",Electrónica,Tienda Física,1,300,200
692,2022-08-12,Escritorio,Mobiliario,Online,3,400,250
693,2022-08-12,Monitor 27",Electrónica,Tienda Física,4,300,200
694,2022-08-12,Teclado Mecánico,Accesorios,Online,3,100,50
695,2022-08-13,Silla Ergonómica,Mobiliario,Tienda Física,2,250,150
696,2022-08-13,Escritorio,Mobiliario,Online,4,400,250
697,2022-08-14,Laptop Pro,Electrónica,Mayorista,1,1200,900
698,2022-08-14,Mouse Inalámbrico,Accesorios,Tienda Física,2,50,20
699,2022-08-14,Escritorio,Mobiliario,Online,2,400,250
700,2022-08-14,Teclado Mecánico,Accesorios,Tienda Física,2,100,50
701,2022-08-14,Teclado Mecánico,Accesorios,Online,1,100,50
702,2022-08-15,Teclado Mecánico,Accesorios,Online,3,100,50
703,2022-08-15,Silla Ergonómica,Mobiliario,Mayorista,3,250,150
704,2022-08-15,Silla Ergonómica,Mobiliario,Mayorista,3,250,150
705,2022-08-15,Monitor 27",Electrónica,Online,2,300,200
706,2022-08-16,Silla Ergonómica,Mobiliario,Online,4,250,150
707,2022-08-17,Silla Ergonómica,Mobiliario,Mayorista,1,250,150
708,2022-08-17,Teclado Mecánico,Accesorios,Online,3,100,50
709,2022-08-17,Teclado Mecánico,Accesorios,Tienda Física,3,100,50
710,2022-08-18,Monitor 27",Electrónica,Tienda Física,4,300,200
711,2022-08-18,Mouse Inalámbrico,Accesorios,Online,1,50,20
712,2022-08-19,Monitor 27",Electrónica,Online,3,300,200
713,2022-08-19,Silla Ergonómica,Mobiliario,Tienda Física,3,250,150
714,2022-08-19,Mouse Inalámbrico,Accesorios,Online,2,50,20
715,2022-08-19,Escritorio,Mobiliario,Online,2,400,250
716,2022-08-19,Monitor 27",Electrónica,Mayorista,2,300,200
717,2022-08-20,Silla Ergonómica,Mobiliario,Online,1,250,150
718,2022-08-20,Monitor 27",Electrónica,Online,1,300,200
719,2022-08-20,Escritorio,Mobiliario,Online,2,400,250
720,2022-08-20,Escritorio,Mobiliario,Tienda Física,4,400,250
721,2022-08-20,Escritorio,Mobiliario,Mayorista,1,400,250
722,2022-08-21,Teclado Mecánico,Accesorios,Mayorista,3,100,50
723,2022-08-21,Laptop Pro,Electrónica,Tienda Física,3,1200,900
724,2022-08-21,Escritorio,Mobiliario,Tienda Física,4,400,250
725,2022-08-21,Teclado Mecánico,Accesorios,Mayorista,4,100,50
726,2022-08-21,Mouse Inalámbrico,Accesorios,Mayorista,3,50,20
727,2022-08-22,Monitor 27",Electrónica,Online,2,300,200
728,2022-08-23,Escritorio,Mobiliario,Tienda Física,2,400,250
729,2022-08-23,Mouse Inalámbrico,Accesorios,Mayorista,4,50,20
730,2022-08-24,Escritorio,Mobiliario,Tienda Física,2,400,250
731,2022-08-24,Silla Ergonómica,Mobiliario,Online,2,250,150
732,2022-08-24,Silla Ergonómica,Mobiliario,Online,3,250,150
733,2022-08-24,Monitor 27",Electrónica,Tienda Física,4,300,200
734,2022-08-25,Monitor 27",Electrónica,Mayorista,4,300,200
735,2022-08-25,Laptop Pro,Electrónica,Online,3,1200,900
736,2022-08-26,Escritorio,Mobiliario,Online,3,400,250
737,2022-08-26,Escritorio,Mobiliario,Mayorista,1,400,250
738,2022-08-26,Teclado Mecánico,Accesorios,Online,1,100,50
739,2022-08-26,Escritorio,Mobiliario,Online,2,400,250
740,2022-08-27,Teclado Mecánico,Accesorios,Online,3,100,50
741,2022-08-27,Teclado Mecánico,Accesorios,Online,4,100,50
742,2022-08-27,Laptop Pro,Electrónica,Online,3,1200,900
743,2022-08-27,Silla Ergonómica,Mobiliario,Mayorista,2,250,150
744,2022-08-27,Monitor 27",Electrónica,Tienda Física,3,300,200
745,2022-08-28,Laptop Pro,Electrónica,Tienda Física,2,1200,900
746,2022-08-28,Escritorio,Mobiliario,Tienda Física,4,400,250
747,2022-08-29,Laptop Pro,Electrónica,Online,1,1200,900
748,2022-08-29,Monitor 27",Electrónica,Online,1,300,200
749,2022-08-29,Teclado Mecánico,Accesorios,Tienda Física,4,100,50
750,2022-08-30,Laptop Pro,Electrónica,Mayorista,4,1200,900
751,2022-08-30,Escritorio,Mobiliario,Mayorista,1,400,250
752,2022-08-31,Mouse Inalámbrico,Accesorios,Online,1,50,20
753,2022-09-01,Silla Ergonómica,Mobiliario,Tienda Física,1,250,150
754,2022-09-01,Laptop Pro,Electrónica,Online,3,1200,900
755,2022-09-01,Laptop Pro,Electrónica,Online,1,1200,900
756,2022-09-01,Mouse Inalámbrico,Accesorios,Mayorista,2,50,20
757,2022-09-01,Monitor 27",Electrónica,Tienda Física,4,300,200
758,2022-09-02,Teclado Mecánico,Accesorios,Tienda Física,3,100,50
759,2022-09-02,Teclado Mecánico,Accesorios,Tienda Física,4,100,50
760,2022-09-02,Mouse Inalámbrico,Accesorios,Mayorista,2,50,20
761,2022-09-03,Laptop Pro,Electrónica,Tienda Física,1,1200,900
762,2022-09-03,Escritorio,Mobiliario,Online,2,400,250
763,2022-09-03,Escritorio,Mobiliario,Mayorista,4,400,250
764,2022-09-04,Escritorio,Mobiliario,Tienda Física,3,400,250
765,2022-09-04,Teclado Mecánico,Accesorios,Tienda Física,3,100,50
766,2022-09-04,Teclado Mecánico,Accesorios,Mayorista,1,100,50
767,2022-09-04,Teclado Mecánico,Accesorios,Mayorista,2,100,50
768,2022-09-04,Silla Ergonómica,Mobiliario,Tienda Física,4,250,150
769,2022-09-05,Monitor 27",Electrónica,Mayorista,2,300,200
770,2022-09-05,Laptop Pro,Electrónica,Tienda Física,4,1200,900
771,2022-09-05,Escritorio,Mobiliario,Tienda Física,4,400,250
772,2022-09-05,Mouse Inalámbrico,Accesorios,Tienda Física,1,50,20
773,2022-09-05,Teclado Mecánico,Accesorios,Mayorista,3,100,50
774,2022-09-06,Laptop Pro,Electrónica,Tienda Física,1,1200,900
775,2022-09-06,Silla Ergonómica,Mobiliario,Tienda Física,1,250,150
776,2022-09-07,Mouse Inalámbrico,Accesorios,Tienda Física,4,50,20
777,2022-09-08,Laptop Pro,Electrónica,Tienda Física,3,1200,900
778,2022-09-08,Laptop Pro,Electrónica,Online,4,1200,900
779,2022-09-08,Teclado Mecánico,Accesorios,Tienda Física,2,100,50
780,2022-09-08,Silla Ergonómica,Mobiliario,Online,4,250,150
781,2022-09-09,Silla Ergonómica,Mobiliario,Tienda Física,4,250,150
782,2022-09-09,Silla Ergonómica,Mobiliario,Tienda Física,4,250,150
783,2022-09-09,Mouse Inalámbrico,Accesorios,Online,3,50,20
