id,fecha,pais,ciudad,latitud,longitud,categoria,subcategoria,ventas,costo,ganancia,satisfaccion_cliente,tiempo_entrega
264,2023-08-19,Japan,Osaka,34.6937,135.5023,Servicios,Instalacion,2638,1852,786,8.7,4
265,2023-10-08,United States,Chicago,41.8781,-87.6298,Ropa,Zapatos,182,79,103,5.8,10
266,2023-01-19,India,Delhi,28.7041,77.1025,Ropa,Pantalones,784,548,236,6.0,1
267,2023-07-16,Australia,Sydney,-33.8688,151.2093,Software,Juegos,334,144,190,5.0,11
268,2023-11-23,France,Paris,48.8566,2.3522,Electronica,Telefonos,3950,1665,2285,6.6,14
269,2023-12-18,United States,Los Angeles,34.0522,-118.2437,Electronica,Tablets,3791,2633,1158,7.4,2
270,2023-11-03,Spain,Madrid,40.4168,-3.7038,Ropa,Camisas,2787,1863,924,9.3,10
271,2023-12-09,United States,New York,40.7128,-74.006,Ropa,Pantalones,2586,1733,853,5.2,13
272,2023-10-06,Brazil,Sao Paulo,-23.5505,-46.6333,Ropa,Chaquetas,625,265,360,5.6,2
273,2023-06-19,Canada,Toronto,43.651,-79.347,Electronica,Laptops,3684,1924,1760,5.0,2
274,2023-01-27,Germany,Berlin,52.52,13.405,Servicios,Soporte,1220,883,337,9.0,3
275,2023-09-03,South Africa,Cape Town,-33.9249,18.4241,Muebles,Mesas,3632,1665,1967,5.2,3
276,2023-04-17,United Kingdom,London,51.5074,-0.1278,Muebles,Mesas,1694,1041,653,7.4,12
277,2023-04-14,Germany,Berlin,52.52,13.405,Muebles,Mesas,3437,1858,1579,6.5,13
278,2023-08-06,Canada,Vancouver,49.2827,-123.1207,Servicios,Instalacion,960,492,468,9.0,1
279,2023-10-18,France,Paris,48.8566,2.3522,Ropa,Pantalones,2776,2011,765,7.5,4
280,2023-10-27,Mexico,Mexico City,19.4326,-99.1332,Ropa,Pantalones,1380,1018,362,8.1,14
281,2023-03-12,France,Paris,48.8566,2.3522,Software,Diseno,2810,1313,1497,7.3,2
282,2023-04-18,Australia,Sydney,-33.8688,151.2093,Servicios,Garantia,2214,1182,1032,9.1,5
283,2023-01-15,United States,Chicago,41.8781,-87.6298,Software,Juegos,871,521,350,8.1,12
284,2023-11-16,India,Mumbai,19.076,72.8777,Muebles,Sofas,2558,1478,1080,8.9,10
285,2023-07-06,France,Paris,48.8566,2.3522,Electronica,Monitores,2334,1519,815,6.9,3
286,2023-09-10,Australia,Melbourne,-37.8136,144.9631,Muebles,Camas,1219,541,678,9.6,6
287,2023-02-06,South Africa,Cape Town,-33.9249,18.4241,Electronica,Laptops,3228,1511,1717,5.9,5
288,2023-04-12,Brazil,Sao Paulo,-23.5505,-46.6333,Software,Antivirus,2619,1432,1187,9.4,6
289,2023-04-02,United Kingdom,London,51.5074,-0.1278,Electronica,Tablets,952,583,369,9.2,12
290,2023-12-09,Japan,Osaka,34.6937,135.5023,Servicios,Garantia,1286,863,423,6.1,9
291,2023-11-23,France,Paris,48.8566,2.3522,Servicios,Soporte,1109,780,329,8.0,6
292,2023-01-25,India,Delhi,28.7041,77.1025,Software,Juegos,3510,1594,1916,7.1,14
293,2023-10-11,Brazil,Rio de Janeiro,-22.9068,-43.1729,Electronica,Tablets,1928,912,1016,8.7,8
294,2023-09-30,United Kingdom,London,51.5074,-0.1278,Muebles,Sofas,2817,1701,1116,7.1,9
295,2023-12-26,Argentina,Buenos Aires,-34.6037,-58.3816,Ropa,Camisas,1135,582,553,5.5,3
296,2023-12-25,Spain,Madrid,40.4168,-3.7038,Electronica,Telefonos,1751,1078,673,5.2,6
297,2023-02-03,India,Mumbai,19.076,72.8777,Electronica,Monitores,2117,1469,648,7.0,13
298,2023-06-18,Argentina,Buenos Aires,-34.6037,-58.3816,Ropa,Zapatos,2812,1217,1595,8.6,6
299,2023-02-10,Brazil,Sao Paulo,-23.5505,-46.6333,Ropa,Zapatos,1398,623,775,5.9,3
300,2023-06-29,Germany,Munich,48.1351,11.582,Servicios,Instalacion,2673,1861,812,7.1,5
